Code,Level,Parent,Description,Definition,Examples
85212,5,8521,Junior colleges and centralised pre-university institutes (post-secondary non-tertiary) including combined secondary schools and post-secondary non-tertiary schools,"This Sub-class includes:
•the provision of education service at the post-secondary (non-tertiary) level, giving access to higher education. Such units provide programmes that are usually on a more subject-oriented pattern using more specialised teachers, and more often employ several teachers conducting classes in their field of specialisation. 
•education can be provided through various channels (e.g. classrooms, Internet, at home)
•programmes at this level are designated for access to higher education",
85213,5,8521,Commercial schools offering general secondary and post-secondary non-tertiary education programmes,"This Sub-class includes:
•commercial schools offering general secondary and post-secondary non-tertiary levels education programmes. Such units provide programmes that are usually on a more subject-oriented pattern using more specialised teachers, and more often employ several teachers conducting classes in their field of specialisation
•education can be provided through various channels (e.g. classrooms, Internet, at home)",
8522,4,852,Technical and Vocational (Secondary and Post-Secondary Non-Tertiary) Education,,
85220,5,8522,Technical and vocational secondary and post-secondary non-tertiary education,"This Sub-class includes:
•firms providing pre-employment technical and vocational education. Instruction may be provided in diverse settings, such as the firm’s training facilities, educational institutions, the workplace, or through correspondence, television, Internet, or other means
• the pre-employment training can be delivered by:
- technical and vocational education
- specialised trade schools",
8523,4,852,International and Foreign System Schools,,
85230,5,8523,International and foreign system schools,This Sub-class includes international and foreign system schools.,
8524,4,852,Schools for Special Needs,,
85240,5,8524,Schools for special needs,This Sub-class includes include schools providing education for students with special needs.,
8525,4,852,Specialised Education Schools,,
85250,5,8525,Specialised education schools,"This Sub-class includes schools that offer predominately specialised education in specific fields (e.g. arts, performing arts, sports, mathematics and science, applied learning) up to the post-secondary non-tertiary education level.",
853,3,85,HIGHER EDUCATION,,
8530,4,853,Higher Education,,
85301,5,8530,Polytechnics,"This Sub-class includes:
•polytechnics that are primarily engaged in the provision of higher education (i.e. at least diploma level)
•education can be provided through various channels (e.g. classrooms, Internet, at home)",
85302,5,8530,Universities,"This Sub-class includes:
•universities that are primarily engaged in the provision of higher education (i.e. at least graduate level)
•education can be provided through various channels (e.g. classrooms, Internet, at home)",
85303,5,8530,Teachers' training institute,"This Sub-class includes:
•teachers' training institutes primarily engaged in the provision of higher education (i.e. at least diploma) for teachers",
85304,5,8530,Commercial schools offering higher education programmes,"This Sub-class includes:
•commercial schools primarily engaged in the provision of higher education (i.e. at least diploma)
•education can be provided through various channels (e.g. classrooms, Internet, at home)",
854,3,85,OTHER EDUCATION,,
8540,4,854,Other Education,,
85401,5,8540,"Training courses for construction, real estate, security and investigation services, cleaning, landscaping, waste management and pest management","This Sub-class includes the provision of training courses in the following areas:
•building and construction (including architecture and engineering services)
•real estate related services (e.g. real estate development, real estate management, real estate agency)
•security and investigation services
•cleaning (e.g. domestic, environmental, industrial) and landscaping services
•waste management (e.g. waste collection, treatment and disposal services; materials recovery)
•water collection, purification and desalination
•pest management (e.g. pest control and fumigation)",
